filename	english	tajik	emoji	level
wage.png	Wage	Музди корӣ	💰	A2
waiter.png	Waiter	Пешхизмат	🍽️	A2
wallet.png	Wallet	Ҳамён	👛	A1
ward.png	Ward	Палата (беморхона)	🏥	A2
wardrobe.png	Wardrobe	Ҷевони либос	🗄	A1
water.png	Water	Об	💧	A1
waterfall.png	Waterfall	Шаршара	🌊	A2
watermelon.png	Watermelon	Тарбуз	🍉	A1
weather.png	Weather	Обу ҳаво	🌤️	A1
webcam.png	Webcam	Вебкамера	📹	A2
wedding.png	Wedding	Тӯй / арӯсӣ	💒	A2
wellbeing.png	Wellbeing	Некӯаҳволӣ	🌿	A2
wife.png	Wife	Ҳамсар	👩	A1
wifi.png	Wifi	Вайфай / интернети бесим	📶	A2
wind.png	Wind	Шамол	💨	A1
window.png	Window	Тиреза	🪟	A1
winter.png	Winter	Зимистон	⛄	A1
wolf.png	Wolf	Гург	🐺	A1
woman.png	Woman	Зан	👩	A1
wound.png	Wound	Захм / ҷароҳат	🩸	A2
wrestling.png	Wrestling	Гӯштингирӣ	🤼	A2
yeast.png	Yeast	Хамиртуруш	🍞	A2
zoo.png	Zoo	Боғи Ҳайвонот	🦓	A1
